student_id,school_id,class_en,class_ar,first_name_en,first_name_ar,last_name_en,last_name_ar,date_of_birth,date_of_birth_hijri,gender,registration_no,poi_number,identity_type,image_url
387,269,Sixth Primary,السادس الابتدائي,Hassan,حسن,Tarek Ahmed Tarek El Sayed,نور عبد الرحمن محمد إبراهيم,2008-07-22,1429-07-22,Male,REG460479,118273206,Iqama,https://files.catbox.moe/ypraoq.jpg
394,408,Sixth Primary,السادس الابتدائي,Noura,نورا,Turki Turki Turki Al Saud,فهد سعود عبدالله القحطاني,2009-08-12,1430-08-12,Female,REG312145,190643085,National_ID,https://files.catbox.moe/tyqlaa.jpg
396,531,Sixth Primary,السادس الابتدائي,Samar,سمر,Faisal Turki Saud Al Mutairi,مصطفى طارق طارق توفيق,2013-01-23,1434-01-23,Female,REG570144,264878860,National_ID,https://files.catbox.moe/r5nj4o.jpg
397,310,Sixth Primary,السادس الابتدائي,Najat,نجاة,Faisal Turki Saud Al Mutairi,مصطفى طارق طارق توفيق,2013-12-16,1434-12-16,Female,REG656450,212497441,National_ID,https://files.catbox.moe/r5nj4o.jpg
403,405,Sixth Primary,السادس الابتدائي,Maha,مها,Mostafa Ahmed Mostafa Mahmoud,مصطفى طارق أحمد فريد,2017-02-23,1438-02-23,Female,REG397592,291039162,Iqama,https://files.catbox.moe/r5nj4o.jpg
407,293,Sixth Primary,السادس الابتدائي,Omar,عمر,Omar Mohamed Omar Mustafa,كرم باسل رامي جابر,2014-08-31,1435-08-31,Male,REG439534,132060710,National_ID,https://files.catbox.moe/2l6fok.jpg
408,472,Sixth Primary,السادس الابتدائي,Amna,آمنة,Omar Mohamed Omar Mustafa,كرم باسل رامي جابر,2010-09-27,1431-09-27,Female,REG198166,126701707,National_ID,https://files.catbox.moe/r5nj4o.jpg
419,245,Sixth Primary,السادس الابتدائي,Youssef,يوسف,Youssef Mostafa Ahmed El Sayed,حسن أحمد طارق إبراهيم,2018-04-12,1439-04-12,Male,REG208782,120165354,National_ID,https://files.catbox.moe/2l6fok.jpg
429,438,Sixth Primary,السادس الابتدائي,Rima,ريما,Mahmoud Omar Ismail Abdelrahman,عمر عمر محمد مصطفى,2007-10-29,1428-10-29,Female,REG286460,197784453,Iqama,https://files.catbox.moe/tyqlaa.jpg
431,475,Sixth Primary,السادس الابتدائي,Mona,مني,Hassan Ahmed Ahmed Tawfik,طارق أحمد طارق السيد,2013-06-19,1434-06-19,Female,REG878295,211073875,National_ID,https://files.catbox.moe/r5nj4o.jpg
446,392,Sixth Primary,السادس الابتدائي,Najat,نجاة,Saud Khalid Fahad Al Qahtani,طارق طارق مصطفى إبراهيم,2010-09-10,1431-09-10,Female,REG351996,296763457,National_ID,https://files.catbox.moe/r5nj4o.jpg
457,407,Sixth Primary,السادس الابتدائي,Salma,سلمي,Omar Nour Omar Mustafa,عبد الله تركي فهد الحربي,2006-07-25,1427-07-25,Female,REG606763,146378327,Iqama,https://files.catbox.moe/r5nj4o.jpg
458,404,Sixth Primary,السادس الابتدائي,Samah,سماح,Omar Nour Omar Mustafa,عبد الله تركي فهد الحربي,2010-04-26,1431-04-26,Female,REG466953,161617898,Iqama,https://files.catbox.moe/tyqlaa.jpg
461,583,Sixth Primary,السادس الابتدائي,Latifa,لطيفة,Mansour Fahad Turki Al Saud,سعود خالد فهد القحطاني,2016-07-18,1437-07-18,Female,REG305393,274731021,National_ID,https://files.catbox.moe/tyqlaa.jpg
466,334,Sixth Primary,السادس الابتدائي,Rasha,رشا,Tarek Youssef Ahmed Ibrahim,رامي كرم كرم جابر,2017-08-09,1438-08-09,Female,REG308069,121201151,National_ID,https://files.catbox.moe/r5nj4o.jpg
470,484,Sixth Primary,السادس الابتدائي,Rima,ريما,Tarek Youssef Ahmed Ibrahim,رامي كرم كرم جابر,2019-02-13,1440-02-13,Female,REG815954,176360011,National_ID,https://files.catbox.moe/r5nj4o.jpg
474,238,Sixth Primary,السادس الابتدائي,Turki,تركي,Khalid Bassel Rami Kanaan,طارق طارق حسن محمود,2018-02-15,1439-02-15,Male,REG490158,175663416,Iqama,https://files.catbox.moe/23kp94.jpg
477,362,Sixth Primary,السادس الابتدائي,Latifa,لطيفة,Khalid Fahad Fahad Al Saud,عمر نور عمر مصطفى,2010-05-10,1431-05-10,Female,REG334726,276211676,Iqama,https://files.catbox.moe/r5nj4o.jpg
486,383,Sixth Primary,السادس الابتدائي,Diala,ديالا,Nader Bassel Jamil Azar,خالد فهد فهد آل سعود,2008-08-10,1429-08-10,Female,REG941693,236391245,National_ID,https://files.catbox.moe/tyqlaa.jpg
487,254,Sixth Primary,السادس الابتدائي,Khalid,خالد,Nader Bassel Jamil Azar,خالد فهد فهد آل سعود,2006-11-14,1427-11-14,Male,REG545308,249145958,National_ID,https://files.catbox.moe/23kp94.jpg
489,318,Sixth Primary,السادس الابتدائي,Samah,سماح,Nader Bassel Jamil Azar,خالد فهد فهد آل سعود,2012-07-22,1433-07-22,Female,REG833470,263557495,National_ID,https://files.catbox.moe/tyqlaa.jpg
500,336,Sixth Primary,السادس الابتدائي,Najat,نجاة,Sherif Youssef Mostafa Ibrahim,نادر باسل جميل عازر,2008-02-21,1429-02-21,Female,REG848134,185230084,Iqama,https://files.catbox.moe/tyqlaa.jpg
